!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 19:32:28
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(REAL),SYSNPDI(IMAG)
100000000,1615.6646,0.51254231
109500000,1675.8331,0.38559818
119000000,1691.822,0.36153439
128500000,1714.373,0.40004772
138000000,1723.9685,0.49951899
147500000,1902.1429,0.44518986
157000000,1714.8667,0.49732241
166500000,1756.8613,0.49035847
176000000,1760.661,0.49240384
185500000,1760.4901,0.48482752
195000000,1763.6617,0.47085434
204500000,1790.068,0.44879463
214000000,1786.5708,0.42038849
223500000,1803.8572,0.39594486
233000000,1827.858,0.37985355
242500000,1847.3301,0.36736998
252000000,1855.155,0.35671192
261500000,1859.7228,0.34596974
271000000,1855.4087,0.336638
280500000,1845.099,0.32998776
290000000,1839.1301,0.32739007
299500000,1843.2581,0.3310034
309000000,1835.7749,0.34654719
318500000,1842.5393,0.36779049
328000000,1871.4021,0.38180327
337500000,1861.1296,0.37377709
347000000,1929.6511,0.29745799
356500000,1926.6831,0.33253956
366000000,1907.5824,0.32669154
375500000,1846.1744,0.32069793
385000000,1818.7506,0.31209147
394500000,1834.7998,0.30348501
404000000,1859.0859,0.30173081
413500000,1868.5188,0.30941555
423000000,1913.4766,0.31708983
432500000,1943.6467,0.3293649
442000000,1963.8636,0.34286278
451500000,1972.7773,0.35439852
461000000,2003.2765,0.35548967
470500000,1988.1194,0.3565782
480000000,1973.1881,0.3519702
489500000,1968.5708,0.34223393
499000000,1950.5254,0.3324984
508500000,1942.3571,0.32180724
518000000,1946.0033,0.3110036
527500000,1957.8644,0.30199027
537000000,1955.865,0.29800132
546500000,1973.6343,0.29400569
556000000,1991.1372,0.29246134
565500000,2016.3552,0.29234576
575000000,2049.9902,0.2922335
584500000,2081.3572,0.29245082
594000000,2111.7539,0.29266739
603500000,2133.3813,0.29318169
613000000,2133.8782,0.29419032
622500000,2117.2004,0.2951974
632000000,2117.2302,0.2921882
641500000,2116.6372,0.28774807
651000000,2109.6606,0.28352833
660500000,2092.3071,0.28123307
670000000,2083.2734,0.27893433
679500000,2064.6887,0.27966464
689000000,2039.0139,0.28375331
698500000,2030.592,0.28784266
708000000,2019.0403,0.29507533
717500000,2012.4502,0.30289939
727000000,2015.6973,0.30905238
736500000,2042.0435,0.30893263
746000000,2041.9628,0.30881956
755500000,2033.9347,0.36565426
765000000,2059.4055,0.38220373
774500000,2074.9834,0.39875096
784000000,2077.9258,0.4153069
793500000,2078.2473,0.42842963
803000000,2123.7024,0.42721871
812500000,2153.2546,0.4260191
822000000,2160.4434,0.42481264
831500000,2150.3145,0.42361233
841000000,2152.1404,0.41919738
850500000,2160.0842,0.41402987
860000000,2164.6855,0.40884712
869500000,2171.4602,0.4036797
879000000,2177.7043,0.4013699
888500000,2169.6558,0.40301344
898000000,2161.7842,0.40465486
907500000,2164.4492,0.40628844
917000000,2174.0439,0.40795839
926500000,2182.2551,0.41045442
936000000,2189.9446,0.41294247
945500000,2188.0796,0.41543782
955000000,2188.4443,0.41793606
964500000,2210.7866,0.41496938
974000000,2232.3992,0.40904954
983500000,2247.7007,0.40313002
993000000,2258.145,0.39720958
1002500000,2265.4954,0.39078617
1012000000,2276.6384,0.38297322
1021500000,2290.5715,0.3751556
1031000000,2319.5569,0.36734185
1040500000,2354.2842,0.35952902
1050000000,2333.21,0.36126462
1059500000,2312.3997,0.36432821
1069000000,2303.8352,0.36739975
1078500000,2298.8911,0.37046346
1088000000,2292.3213,0.37450427
1097500000,2280.9543,0.37953955
1107000000,2273.822,0.38457507
1116500000,2257.9585,0.3896105
1126000000,2239.0862,0.39358792
1135500000,2259.8013,0.38862106
1145000000,2270.1255,0.38366005
1154500000,2255.4014,0.37869418
1164000000,2227.3506,0.37372735
1173500000,2237.6213,0.36050558
1183000000,2263.5825,0.34405681
1192500000,2293.1936,0.32760939
1202000000,2342.3137,0.31116101
1211500000,2388.7466,0.29733208
1221000000,2404.3711,0.28871682
1230500000,2426.3313,0.28010389
1240000000,2466.2556,0.27148807
