!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 20:40:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
736500000,355.99222,1686.4972
746000000,353.00702,1687.849
755500000,333.18021,1700.4646
765000000,345.89783,1711.8833
774500000,351.11307,1723.347
784000000,342.65073,1734.7628
793500000,330.78082,1747.4719
803000000,359.70773,1765.2587
812500000,370.43021,1783.0941
822000000,360.26572,1800.8837
831500000,332.99417,1818.7178
841000000,322.78476,1829.1361
850500000,319.88235,1837.8511
860000000,318.35336,1846.5111
869500000,316.38696,1855.2261
879000000,315.60391,1859.9692
888500000,307.66556,1859.2445
898000000,304.01245,1858.5134
907500000,307.21838,1857.8451
917000000,317.0748,1857.1604
926500000,322.41589,1858.5297
936000000,326.75677,1859.8861
945500000,327.21008,1861.2439
955000000,325.08789,1862.6162
964500000,334.1879,1873.5341
974000000,344.96445,1889.7242
983500000,341.78796,1905.8663
993000000,336.07919,1922.0087
1002500000,327.40439,1939.7826
1012000000,314.50214,1962.2244
1021500000,307.95837,1984.6165
1031000000,313.17758,2007.0083
1040500000,324.12836,2029.4021
1050000000,314.41977,2018.9076
1059500000,309.08923,2003.8535
1069000000,312.97421,1988.7562
1078500000,324.10794,1973.6547
1088000000,333.13507,1959.1312
1097500000,338.6763,1945.1372
1107000000,341.02829,1931.1558
1116500000,339.03818,1917.1591
1126000000,332.90161,1904.2202
1135500000,359.50327,1899.5341
1145000000,371.29221,1894.9059
1154500000,366.54922,1890.281
1164000000,340.83954,1885.6385
1173500000,324.79025,1911.4091
1183000000,312.91498,1949.101
1192500000,305.43301,1986.7438
1202000000,317.88367,2024.3882
1211500000,329.20975,2059.9736
1221000000,311.78729,2091.2764
1230500000,303.80322,2122.6284
1240000000,313.78766,2153.9946
1249500000,345.82675,2185.2827
1259000000,333.72443,2181.4812
1268500000,323.23907,2175.6584
1278000000,320.48538,2169.8682
1287500000,329.12198,2164.0933
1297000000,341.01096,2150.4138
1306500000,350.82718,2130.6621
1316000000,354.13425,2110.9045
1325500000,349.01746,2091.1392
1335000000,334.24417,2077.5002
1344500000,339.67023,2092.5117
1354000000,336.28619,2107.5337
1363500000,333.72891,2122.6013
1373000000,331.00739,2137.6216
1382500000,288.79572,2182.0334
1392000000,264.38419,2234.3494
1401500000,263.67001,2286.6111
1411000000,281.52631,2338.8938
1420500000,288.21713,2376.0071
1430000000,274.75482,2390.7322
1439500000,279.99847,2405.4043
1449000000,289.27136,2420.1035
1458500000,309.09161,2433.7571
1468000000,317.83847,2389.0259
1477500000,331.39923,2344.28
1487000000,333.04291,2299.5884
1496500000,314.57205,2254.8579
1506000000,350.64865,2183.0115
1515500000,364.63702,2177.2507
1525000000,354.37253,2171.4946
1534500000,343.01981,2165.7214
1544000000,336.81973,2159.9075
1553500000,328.49994,2154.1321
1563000000,323.46234,2148.3647
1572500000,309.6915,2172.092
1582000000,286.10916,2231.2263
1591500000,269.8248,2290.3384
1601000000,264.52588,2349.4771
1610500000,271.6358,2408.5847
1620000000,291.42429,2467.7268
1629500000,314.54816,2526.781
1639000000,327.58234,2560.6572
1648500000,329.22739,2528.6567
1658000000,336.12109,2496.6707
1667500000,338.0192,2464.6707
1677000000,334.03018,2432.6707
1686500000,338.27451,2400.6753
1696000000,343.20593,2368.6709
1705500000,343.53119,2341.2322
1715000000,334.80029,2354.2813
1724500000,330.5481,2367.3965
1734000000,330.45663,2380.4849
1743500000,327.79007,2393.5313
1753000000,324.25131,2406.6465
1762500000,328.52466,2419.7444
1772000000,343.65878,2432.7813
1781500000,324.134,2475.7756
1791000000,306.2084,2521.2571
1800500000,308.20364,2566.7415
1810000000,320.52866,2612.2295
1819500000,326.26349,2657.6621
1829000000,324.79535,2703.0969
1838500000,322.7247,2748.5803
1848000000,357.40802,2716.76
1857500000,386.68362,2658.6621
1867000000,400.10132,2600.5303
1876500000,406.64676,2542.4766
1886000000,407.0983,2484.3518
1895500000,383.62122,2426.2571
1905000000,360.33893,2368.1541
1914500000,339.35596,2357.2595
1924000000,323.49472,2382.0913
1933500000,304.63327,2406.9011
1943000000,293.56793,2431.7349
1952500000,302.53452,2456.5129
1962000000,318.83975,2481.3518
1971500000,333.83847,2506.1707
1981000000,350.33517,2533.8303
1990500000,357.24371,2565.9253
2000000000,364.71042,2598.0071
END

