!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 08:27:51
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.51936,0.018191651
109500000,-166.36688,0.013213864
119000000,-166.31776,0.012249911
128500000,-166.26305,0.013385138
138000000,-166.23785,0.016616656
147500000,-165.81268,0.013428276
157000000,-166.2636,0.016641956
166500000,-166.16193,0.016029205
176000000,-166.15175,0.016058438
185500000,-166.15277,0.015815036
195000000,-166.14374,0.015327317
204500000,-166.07985,0.014395899
214000000,-166.08665,0.013505874
223500000,-166.04121,0.012588175
233000000,-165.98915,0.011932669
242500000,-165.94295,0.011418371
252000000,-165.92096,0.011031133
261500000,-165.91286,0.010678998
271000000,-165.92397,0.010417556
280500000,-165.94463,0.010260449
290000000,-165.95685,0.01020839
299500000,-165.94792,0.010299845
309000000,-165.96109,0.010816276
318500000,-165.94589,0.011439226
328000000,-165.87582,0.011684987
337500000,-165.9059,0.011518848
347000000,-165.75287,0.0088494988
356500000,-165.75581,0.0098999208
366000000,-165.79094,0.0098048029
375500000,-165.93561,0.0099509163
385000000,-166.00215,0.0098333862
394500000,-165.96008,0.0094700297
404000000,-165.90724,0.0093014529
413500000,-165.88402,0.0094874669
423000000,-165.77927,0.0094910758
432500000,-165.71562,0.0097150672
442000000,-165.66772,0.010002293
451500000,-165.64655,0.010288525
461000000,-165.58371,0.010171942
470500000,-165.61502,0.010276932
480000000,-165.65025,0.010226748
489500000,-165.66504,0.0099777682
499000000,-165.70291,0.0097788507
508500000,-165.72385,0.0095101325
518000000,-165.71043,0.0091625312
527500000,-165.6824,0.0088397423
537000000,-165.69052,0.0087392908
546500000,-165.65276,0.0085474737
556000000,-165.60593,0.0084113907
565500000,-165.54974,0.0082999915
575000000,-165.48174,0.0081678908
584500000,-165.41396,0.0080473814
594000000,-165.35187,0.0079390295
603500000,-165.3096,0.0078759668
613000000,-165.30728,0.007898828
622500000,-165.34074,0.0079871705
632000000,-165.34488,0.0079133008
641500000,-165.34242,0.0077886377
651000000,-165.35519,0.007697023
660500000,-165.39281,0.0077011068
670000000,-165.41141,0.0076709501
679500000,-165.4465,0.0077534369
689000000,-165.50327,0.0079702707
698500000,-165.5237,0.0081232889
708000000,-165.54572,0.0083697187
717500000,-165.55623,0.0086124679
727000000,-165.55103,0.0087769078
736500000,-165.49966,0.0086703598
746000000,-165.50549,0.0086788135
755500000,-165.51495,0.010298461
765000000,-165.46004,0.01062931
774500000,-165.42906,0.01101069
784000000,-165.4189,0.01144104
793500000,-165.42241,0.011812104
803000000,-165.32693,0.011522607
812500000,-165.26637,0.011331121
822000000,-165.25327,0.011264995
831500000,-165.27185,0.011281317
841000000,-165.26787,0.011153518
850500000,-165.25839,0.010992025
860000000,-165.24303,0.01081607
869500000,-165.22977,0.010646818
879000000,-165.21982,0.010561689
888500000,-165.2403,0.010655042
898000000,-165.24689,0.0107147
907500000,-165.24232,0.010746652
917000000,-165.22614,0.010750657
926500000,-165.21072,0.010778155
936000000,-165.19695,0.010809119
945500000,-165.19228,0.010862763
955000000,-165.19875,0.010944362
964500000,-165.15683,0.010762303
974000000,-165.1051,0.010483183
983500000,-165.07794,0.010267033
993000000,-165.06065,0.01007608
1002500000,-165.04852,0.0098854685
1012000000,-165.02304,0.0096311551
1021500000,-164.99153,0.0093663521
1031000000,-164.94185,0.0090669487
1040500000,-164.88048,0.0087495837
1050000000,-164.91934,0.0088708689
1059500000,-164.95908,0.0090283081
1069000000,-164.9789,0.0091460738
1078500000,-164.98534,0.0092360219
1088000000,-164.99557,0.0093588196
1097500000,-165.01335,0.0095235556
1107000000,-165.03665,0.009701821
1116500000,-165.05933,0.0098802736
1126000000,-165.09683,0.010067718
1135500000,-165.06235,0.0098620662
1145000000,-165.03831,0.0096824225
1154500000,-165.06381,0.0096133901
1164000000,-165.12097,0.009612984
1173500000,-165.09827,0.0092245471
1183000000,-165.05124,0.0087088412
1192500000,-164.99081,0.0081779528
1202000000,-164.89616,0.007599913
1211500000,-164.81433,0.0071265795
1221000000,-164.78668,0.0068761646
1230500000,-164.74496,0.0066072657
1240000000,-164.67442,0.0063008633
1249500000,-164.56358,0.0059472974
1259000000,-164.59663,0.0060149129
1268500000,-164.62216,0.0060847448
1278000000,-164.63115,0.0061317817
1287500000,-164.6266,0.0061599026
1297000000,-164.62831,0.0061996304
1306500000,-164.64853,0.006268335
1316000000,-164.67514,0.0063469056
1325500000,-164.7195,0.0064526252
1335000000,-164.77275,0.0065313424
1344500000,-164.73756,0.0062833582
1354000000,-164.7114,0.0060513318
1363500000,-164.69154,0.0058303825
1373000000,-164.67232,0.0056120669
1382500000,-164.66367,0.0054479772
1392000000,-164.61739,0.0052492735
1401500000,-164.52609,0.0050019287
1411000000,-164.40999,0.004735637
1420500000,-164.34135,0.0046069031
1430000000,-164.33731,0.0046630655
1439500000,-164.30786,0.0046916869
1449000000,-164.26553,0.0047057634
1458500000,-164.21873,0.0047165514
1468000000,-164.27074,0.0049686097
1477500000,-164.319,0.0052215494
1487000000,-164.3918,0.0055105779
1496500000,-164.4946,0.0058481609
1506000000,-164.56331,0.01027084
1515500000,-164.55473,0.010101018
1525000000,-164.578,0.010004956
1534500000,-164.60655,0.0099195689
1544000000,-164.62798,0.0098165805
1553500000,-164.65511,0.0097250398
1563000000,-164.67465,0.0096150953
1572500000,-164.65034,0.0093968548
1582000000,-164.59245,0.0090965834
1591500000,-164.51088,0.0087547321
1601000000,-164.42899,0.0084218178
1610500000,-164.32111,0.0080499658
1620000000,-164.19255,0.007654781
1629500000,-164.06447,0.0072765979
1639000000,-163.99577,0.0070856712
1648500000,-164.03685,0.0072770305
1658000000,-164.07663,0.007469207
1667500000,-164.12462,0.0076787444
1677000000,-164.17865,0.0079028737
