!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:26:03
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.52219,0.018203521
109500000,-166.36559,0.013209895
119000000,-166.31776,0.012249905
128500000,-166.26431,0.013389049
138000000,-166.23775,0.016616262
147500000,-165.81096,0.013422947
157000000,-166.26491,0.016646981
166500000,-166.16238,0.016030913
176000000,-166.15005,0.016052173
185500000,-166.15237,0.015813628
195000000,-166.14262,0.015323396
204500000,-166.07735,0.014387615
214000000,-166.08122,0.013488998
223500000,-166.04137,0.012588629
233000000,-165.98801,0.01192953
242500000,-165.94246,0.011417096
252000000,-165.9212,0.011031762
261500000,-165.91148,0.010675598
271000000,-165.92424,0.010418225
280500000,-165.94463,0.010260447
290000000,-165.95398,0.010201629
299500000,-165.94933,0.010303167
309000000,-165.96207,0.010818706
318500000,-165.95003,0.011450095
328000000,-165.87523,0.01168339
337500000,-165.90569,0.011518271
347000000,-165.75217,0.0088480841
356500000,-165.75087,0.0098886359
366000000,-165.79318,0.0098098628
375500000,-165.93489,0.0099492921
385000000,-166.00078,0.0098302858
394500000,-165.95929,0.0094683049
404000000,-165.90982,0.0093069524
413500000,-165.88419,0.009487818
423000000,-165.7829,0.0094990283
432500000,-165.71338,0.0097100474
442000000,-165.6698,0.010007073
451500000,-165.6507,0.010298368
461000000,-165.58473,0.010174334
470500000,-165.61424,0.010275086
480000000,-165.65271,0.010232552
489500000,-165.66298,0.0099730361
499000000,-165.70639,0.0097866757
508500000,-165.72203,0.0095061725
518000000,-165.7126,0.009167104
527500000,-165.68704,0.0088491905
537000000,-165.68483,0.0087278616
546500000,-165.65294,0.0085478444
556000000,-165.60907,0.008417462
565500000,-165.55434,0.0083087785
575000000,-165.48729,0.0081783431
584500000,-165.41417,0.0080477754
594000000,-165.35452,0.0079438966
603500000,-165.30876,0.0078744432
613000000,-165.30765,0.0078995042
622500000,-165.34068,0.0079870578
632000000,-165.34317,0.0079101659
641500000,-165.34335,0.0077903117
651000000,-165.35912,0.0077039576
660500000,-165.39001,0.0076961741
670000000,-165.41125,0.0076706903
679500000,-165.44655,0.0077535179
689000000,-165.5036,0.0079709012
698500000,-165.52657,0.0081286393
708000000,-165.54739,0.0083729476
717500000,-165.5601,0.0086201634
727000000,-165.55826,0.0087915258
736500000,-165.49731,0.0086656446
746000000,-165.50438,0.0086765932
755500000,-165.51369,0.010295442
765000000,-165.45908,0.010626941
774500000,-165.4256,0.011001922
