!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:26:03
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
993000000,-173.3373,80.087357
1002500000,-173.45432,80.432655
1012000000,-173.60443,80.855949
1021500000,-173.69121,81.133438
1031000000,-173.65413,81.156799
1040500000,-173.50282,80.9478
1050000000,-173.63828,81.17646
1059500000,-173.71831,81.271019
1069000000,-173.63411,81.036407
1078500000,-173.46823,80.623436
1088000000,-173.37552,80.355179
1097500000,-173.31343,80.149963
1107000000,-173.2709,79.984444
1116500000,-173.26924,79.909012
1126000000,-173.35838,80.044083
1135500000,-173.01311,79.212837
1145000000,-172.85426,78.794319
1154500000,-172.93385,78.966537
1164000000,-173.25581,79.712799
1173500000,-173.44569,80.274391
1183000000,-173.64221,80.873833
1192500000,-173.72256,81.205505
1202000000,-173.547,81.016075
1211500000,-173.40134,80.872597
1221000000,-173.64714,81.494377
1230500000,-173.7457,81.80368
1240000000,-173.63106,81.708336
1249500000,-173.20361,80.993172
1259000000,-173.34062,81.253532
1268500000,-173.43979,81.425484
1278000000,-173.51958,81.557175
1287500000,-173.42415,81.349709
1297000000,-173.24217,80.9291
1306500000,-173.11192,80.572693
1316000000,-173.07555,80.407509
1325500000,-173.11,80.393616
1335000000,-173.3119,80.763199
1344500000,-173.22971,80.656151
1354000000,-173.28462,80.836182
1363500000,-173.31538,80.963287
1373000000,-173.38176,81.159714
1382500000,-173.9426,82.373207
1392000000,-174.36879,83.239365
1401500000,-174.35416,83.370407
1411000000,-174.09923,83.129066
1420500000,-173.98201,83.052094
1430000000,-174.11275,83.297371
1439500000,-174.11955,83.348228
1449000000,-173.99002,83.189941
1458500000,-173.67142,82.717651
1468000000,-173.55504,82.383682
1477500000,-173.35818,81.884918
1487000000,-173.35121,81.716263
1496500000,-173.59174,82.00325
1506000000,-173.17432,80.923935
1515500000,-173.02127,80.579681
1525000000,-173.08881,80.698341
1534500000,-173.2514,81.010994
1544000000,-173.35529,81.196831
1553500000,-173.45087,81.362801
1563000000,-173.54399,81.520996
1572500000,-173.75578,82.006233
1582000000,-174.08908,82.784233
1591500000,-174.28572,83.276917
1601000000,-174.41978,83.642288
1610500000,-174.24025,83.53743
1620000000,-173.98067,83.305901
1629500000,-173.65883,82.962852
1639000000,-173.51291,82.82016
1648500000,-173.46489,82.650307
1658000000,-173.34709,82.354942
1667500000,-173.35451,82.26992
1677000000,-173.35992,82.179146
1686500000,-173.33426,82.029861
1696000000,-173.25851,81.783409
1705500000,-173.28177,81.732231
1715000000,-173.39375,81.983994
1724500000,-173.44759,82.124794
1734000000,-173.4032,82.088112
1743500000,-173.48827,82.281456
1753000000,-173.54105,82.41468
1762500000,-173.48404,82.356758
1772000000,-173.25507,81.990845
1781500000,-173.48445,82.528442
1791000000,-173.73866,83.074783
1800500000,-173.76965,83.24427
1810000000,-173.59627,83.092995
1819500000,-173.5233,83.096024
1829000000,-173.47083,83.129227
1838500000,-173.48688,83.266571
1848000000,-173.09784,82.556946
1857500000,-172.73245,81.737625
1867000000,-172.59637,81.29084
1876500000,-172.50462,80.908157
1886000000,-172.52933,80.750938
1895500000,-172.74367,80.981636
1905000000,-173.10493,81.490089
1914500000,-173.30542,81.831673
1924000000,-173.5504,82.353706
1933500000,-173.75963,82.783722
1943000000,-173.91222,83.100853
1952500000,-173.85542,83.080765
1962000000,-173.56468,82.68
1971500000,-173.36334,82.411697
1981000000,-173.15494,82.129105
1990500000,-173.09142,82.113235
2000000000,-172.98689,82.022079
END

