!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:26:03
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.91545,80.392296
109500000,-174.28816,79.110573
119000000,-174.08795,78.655487
128500000,-173.80249,77.921333
138000000,-173.69383,77.648819
147500000,-171.83083,71.561096
157000000,-174.06679,78.751923
166500000,-173.51695,77.302292
176000000,-173.50467,77.302597
185500000,-173.47345,77.185799
195000000,-173.50612,77.333366
204500000,-173.32141,76.912865
214000000,-173.56842,77.752876
223500000,-173.60205,77.994858
233000000,-173.60577,78.179008
242500000,-173.53369,78.093849
252000000,-173.48158,77.993851
261500000,-173.47331,77.998535
271000000,-173.48694,78.001404
280500000,-173.52109,78.04612
290000000,-173.53102,78.047951
299500000,-173.59149,78.256752
309000000,-173.68954,78.524376
318500000,-173.53738,78.0812
328000000,-173.0865,76.794464
337500000,-173.40776,77.802521
347000000,-172.75642,76.020149
356500000,-172.53745,75.150108
366000000,-172.73221,75.765633
375500000,-173.47878,77.94001
385000000,-174.04968,79.472443
394500000,-173.97092,79.367096
404000000,-173.91597,79.351402
413500000,-174.1179,79.977692
423000000,-173.82281,79.447075
432500000,-173.56256,78.894157
442000000,-173.42191,78.600075
451500000,-173.40201,78.597572
461000000,-172.98311,77.453339
470500000,-173.1068,77.77063
480000000,-173.26187,78.15139
489500000,-173.23575,78.034172
499000000,-173.401,78.42202
508500000,-173.53,78.77021
518000000,-173.52438,78.781906
527500000,-173.43295,78.581161
537000000,-173.51239,78.829185
546500000,-173.41307,78.624718
556000000,-173.42645,78.798691
565500000,-173.4796,79.118248
575000000,-173.45129,79.230675
584500000,-173.40993,79.321709
594000000,-173.44753,79.595383
603500000,-173.38283,79.542824
613000000,-173.28687,79.274513
622500000,-173.40726,79.521957
632000000,-173.40259,79.501808
641500000,-173.4082,79.517029
651000000,-173.49954,79.726166
660500000,-173.56358,79.816277
670000000,-173.56354,79.758369
679500000,-173.61833,79.811417
689000000,-173.77522,80.078056
698500000,-173.70363,79.825653
708000000,-173.65758,79.642883
717500000,-173.56709,79.353874
727000000,-173.42726,78.952881
736500000,-173.08324,78.076698
746000000,-173.14055,78.237801
755500000,-173.35542,78.871918
765000000,-173.17358,78.483963
774500000,-173.11797,78.415054
784000000,-173.25427,78.835846
793500000,-173.40514,79.284554
803000000,-173.03586,78.472656
812500000,-172.9028,78.239548
822000000,-173.03987,78.704918
831500000,-173.35304,79.573494
841000000,-173.47716,79.917648
850500000,-173.52992,80.083252
860000000,-173.56439,80.205368
869500000,-173.56026,80.241379
879000000,-173.60004,80.352882
888500000,-173.70071,80.56633
898000000,-173.75519,80.678246
907500000,-173.69521,80.547569
917000000,-173.60707,80.353897
926500000,-173.53163,80.195236
936000000,-173.43367,79.983185
945500000,-173.41797,79.954834
955000000,-173.46524,80.068581
964500000,-173.32506,79.80806
974000000,-173.24129,79.70092
983500000,-173.24725,79.800041
