!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 07:06:49
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(REAL),DUTNPDI(IMAG)
100000000,234.67104,1379.6732
109500000,271.76569,1402.63
119000000,283.49939,1408.4152
128500000,302.29684,1410.1633
138000000,310.57507,1413.0128
147500000,477.52182,1425.1312
157000000,285.62808,1427.7474
166500000,326.4061,1430.2966
176000000,327.56708,1434.38
185500000,328.91345,1431.1163
195000000,327.39514,1437.505
204500000,340.12827,1450.1285
214000000,319.90881,1467.1598
223500000,320.61087,1486.092
233000000,318.70383,1508.6317
242500000,323.28717,1522.594
252000000,328.30698,1527.7551
261500000,329.77606,1531.2842
271000000,327.07715,1526.866
280500000,324.03149,1520.7412
290000000,323.58984,1517.5059
299500000,321.13391,1523.9122
309000000,311.14349,1525.6158
318500000,322.30099,1519.6378
328000000,356.36182,1516.5132
337500000,332.69189,1528.8375
347000000,386.39529,1542.2444
356500000,404.98416,1522.9694
366000000,388.1474,1521.9944
375500000,326.05469,1521.719
385000000,286.13562,1533.9679
394500000,291.44681,1546.2133
404000000,295.3913,1563.5359
413500000,281.56415,1587.8861
423000000,301.03281,1612.2563
432500000,319.8613,1624.5881
442000000,332.38287,1633.6589
451500000,333.83408,1640.7902
461000000,366.91788,1637.4911
470500000,354.54446,1634.1389
480000000,346.16306,1629.0339
489500000,345.10715,1622.3418
499000000,335.48663,1615.6162
508500000,323.49915,1618.2902
518000000,324.81079,1622.1162
527500000,332.70779,1626.7411
537000000,323.22351,1633.6652
546500000,334.05276,1640.6313
556000000,332.4754,1661.6575
565500000,327.68649,1690.8878
575000000,330.96454,1720.1378
584500000,331.41464,1751.7628
594000000,330.09933,1783.406
603500000,335.03415,1800.8688
613000000,341.91492,1793.9938
622500000,332.66525,1787.1162
632000000,334.95667,1785.531
641500000,334.52957,1785.8696
651000000,327.42142,1785.1011
660500000,320.2424,1774.8696
670000000,321.89709,1764.6378
679500000,316.13443,1751.7826
689000000,304.41327,1735.9951
698500000,311.24237,1720.1635
708000000,314.44342,1707.1635
717500000,320.60892,1694.724
727000000,331.73203,1685.1378
736500000,358.66141,1686.4972
746000000,355.84402,1687.849
755500000,336.73773,1700.4646
765000000,348.70236,1711.8833
774500000,355.1821,1723.347
784000000,347.9328,1734.7628
793500000,334.37512,1747.4719
803000000,362.58231,1765.2587
812500000,374.48267,1783.0941
822000000,363.91925,1800.8837
831500000,336.06195,1818.7178
841000000,326.71313,1829.1361
850500000,324.04782,1837.8511
860000000,321.11676,1846.5111
869500000,321.24872,1855.2261
879000000,320.63086,1859.9692
888500000,313.89474,1859.2445
898000000,308.01648,1858.5134
907500000,311.87738,1857.8451
917000000,320.32654,1857.1604
926500000,325.60391,1858.5297
936000000,330.61316,1859.8861
945500000,332.8476,1861.2439
955000000,329.9469,1862.6162
964500000,337.56308,1873.5341
974000000,347.08856,1889.7242
983500000,346.89645,1905.8663
993000000,337.28821,1922.0087
1002500000,329.41754,1939.7826
1012000000,316.29703,1962.2244
1021500000,312.29626,1984.6165
1031000000,318.23053,2007.0083
1040500000,328.01767,2029.4021
1050000000,317.74768,2018.9076
1059500000,312.08609,2003.8535
1069000000,316.2869,1988.7562
1078500000,328.66406,1973.6547
1088000000,336.26102,1959.1312
1097500000,339.54471,1945.1372
1107000000,343.92303,1931.1558
1116500000,345.12265,1917.1591
1126000000,335.28101,1904.2202
1135500000,364.00992,1899.5341
1145000000,374.98538,1894.9059
1154500000,367.75504,1890.281
1164000000,344.20618,1885.6385
1173500000,330.44788,1911.4091
1183000000,316.02121,1949.101
1192500000,310.67291,1986.7438
1202000000,319.86194,2024.3882
1211500000,330.78912,2059.9736
1221000000,315.92032,2091.2764
1230500000,307.38989,2122.6284
1240000000,316.97745,2153.9946
1249500000,348.52081,2185.2827
1259000000,338.08038,2181.4812
1268500000,328.41617,2175.6584
1278000000,324.82953,2169.8682
1287500000,331.65363,2164.0933
1297000000,344.88626,2150.4138
1306500000,353.92783,2130.6621
1316000000,355.77353,2110.9045
1325500000,352.67114,2091.1392
1335000000,339.99185,2077.5002
1344500000,341.96063,2092.5117
1354000000,340.33994,2107.5337
1363500000,339.26852,2122.6013
1373000000,336.4696,2137.6216
1382500000,295.60431,2182.0334
1392000000,269.23822,2234.3494
1401500000,269.15228,2286.6111
1411000000,285.46765,2338.8938
1420500000,292.62952,2376.0071
1430000000,279.00119,2390.7322
1439500000,286.66437,2405.4043
1449000000,295.0246,2420.1035
1458500000,311.2124,2433.7571
1468000000,321.25235,2389.0259
1477500000,337.7381,2344.28
1487000000,335.11987,2299.5884
1496500000,319.24683,2254.8579
1506000000,353.59866,2183.0115
1515500000,367.11932,2177.2507
1525000000,360.14218,2171.4946
1534500000,343.09991,2165.7214
1544000000,338.93774,2159.9075
1553500000,330.87555,2154.1321
1563000000,327.04401,2148.3647
1572500000,311.52902,2172.092
1582000000,289.58194,2231.2263
1591500000,277.59839,2290.3384
1601000000,263.89267,2349.4771
1610500000,274.67529,2408.5847
1620000000,296.73706,2467.7268
1629500000,316.40479,2526.781
1639000000,330.55322,2560.6572
1648500000,333.18695,2528.6567
1658000000,340.35071,2496.6707
1667500000,341.74518,2464.6707
1677000000,338.50131,2432.6707
1686500000,341.99625,2400.6753
1696000000,345.65167,2368.6709
1705500000,343.53506,2341.2322
1715000000,339.72531,2354.2813
1724500000,333.75693,2367.3965
1734000000,333.81204,2380.4849
1743500000,331.64023,2393.5313
1753000000,325.979,2406.6465
1762500000,331.71628,2419.7444
1772000000,345.6283,2432.7813
1781500000,326.68866,2475.7756
1791000000,312.01016,2521.2571
1800500000,309.40536,2566.7415
1810000000,322.95566,2612.2295
1819500000,327.83563,2657.6621
1829000000,329.66727,2703.0969
1838500000,325.6557,2748.5803
1848000000,360.18958,2716.76
1857500000,390.38568,2658.6621
1867000000,405.67123,2600.5303
1876500000,411.17651,2542.4766
1886000000,410.16476,2484.3518
1895500000,387.64307,2426.2571
1905000000,359.64636,2368.1541
1914500000,341.6391,2357.2595
1924000000,323.53836,2382.0913
1933500000,308.5054,2406.9011
1943000000,296.69357,2431.7349
1952500000,303.84665,2456.5129
