!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 15:17:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1895500000,-172.6806,80.851944
1905000000,-173.03186,81.347839
1914500000,-173.29797,81.817833
1924000000,-173.47701,82.224976
1933500000,-173.74207,82.754784
1943000000,-173.89563,83.074707
1952500000,-173.77882,82.958847
1962000000,-173.5699,82.688698
1971500000,-173.3161,82.329689
1981000000,-173.16525,82.147552
1990500000,-173.0415,82.023254
2000000000,-172.98157,82.012413
END

