!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 18:59:22
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1667500000,-173.26271,82.10688
1677000000,-173.27934,82.034554
1686500000,-173.26944,81.911598
1696000000,-173.20488,81.682739
1705500000,-173.19907,81.575531
1715000000,-173.26218,81.740761
1724500000,-173.34027,81.930321
1734000000,-173.36197,82.013611
1743500000,-173.37715,82.083954
1753000000,-173.46616,82.284302
1762500000,-173.36655,82.149719
1772000000,-173.21536,81.918243
1781500000,-173.44649,82.463593
1791000000,-173.63596,82.910728
1800500000,-173.68393,83.110893
1810000000,-173.5146,82.963181
1819500000,-173.42699,82.942734
1829000000,-173.44562,83.089607
1838500000,-173.43486,83.186203
1848000000,-173.05164,82.478249
1857500000,-172.68687,81.651665
1867000000,-172.53812,81.175072
1876500000,-172.44772,80.790268
1886000000,-172.45639,80.597069
1895500000,-172.68562,80.86232
1905000000,-173.01762,81.319885
1914500000,-173.23981,81.709038
1924000000,-173.47598,82.223152
1933500000,-173.7267,82.729385
1943000000,-173.87003,83.034157
1952500000,-173.76732,82.940361
1962000000,-173.5531,82.660675
1971500000,-173.3011,82.303482
1981000000,-173.10632,82.041641
1990500000,-173.06578,82.067139
2000000000,-172.94978,81.954498
END

