!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 15:17:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.51952,0.018192325
109500000,-166.36282,0.013201506
119000000,-166.31329,0.012237276
128500000,-166.26379,0.01338743
138000000,-166.23434,0.016603263
147500000,-165.81003,0.013420081
157000000,-166.26357,0.016641799
166500000,-166.15904,0.016018597
176000000,-166.14899,0.016048223
185500000,-166.14853,0.015799636
195000000,-166.14037,0.015315457
204500000,-166.07182,0.014369339
214000000,-166.0813,0.013489213
223500000,-166.04309,0.012593588
233000000,-165.98286,0.011915422
242500000,-165.9388,0.011407482
252000000,-165.9182,0.011024106
261500000,-165.90663,0.010663694
271000000,-165.91698,0.010400808
280500000,-165.93872,0.010246501
290000000,-165.95227,0.010197625
299500000,-165.9406,0.010282484
309000000,-165.95982,0.010813114
318500000,-165.94833,0.011445624
328000000,-165.87379,0.011679512
337500000,-165.90265,0.011510228
347000000,-165.74942,0.0088424794
356500000,-165.75188,0.0098909196
366000000,-165.78186,0.0097843092
375500000,-165.92632,0.0099296523
385000000,-165.9966,0.0098208096
394500000,-165.95717,0.0094636912
404000000,-165.89964,0.0092851873
413500000,-165.87935,0.009477268
423000000,-165.77498,0.0094817216
432500000,-165.70668,0.0096950764
442000000,-165.6671,0.010000848
451500000,-165.64464,0.010284008
461000000,-165.5815,0.010166764
470500000,-165.61349,0.010273307
480000000,-165.64542,0.010215361
489500000,-165.65654,0.0099582635
499000000,-165.6989,0.0097697899
508500000,-165.71741,0.0094960453
518000000,-165.70309,0.0091470489
527500000,-165.67769,0.0088301664
537000000,-165.68469,0.0087275906
546500000,-165.64337,0.008529014
556000000,-165.60803,0.0084154569
565500000,-165.54919,0.0082989344
575000000,-165.47687,0.0081587518
584500000,-165.40929,0.0080387369
594000000,-165.35037,0.0079363063
603500000,-165.30226,0.0078626713
613000000,-165.29765,0.0078813341
622500000,-165.3344,0.0079755168
632000000,-165.33711,0.0078991456
641500000,-165.33682,0.0077785826
651000000,-165.349,0.0076860338
660500000,-165.3871,0.0076909941
670000000,-165.40738,0.0076638302
679500000,-165.43924,0.007740471
689000000,-165.49446,0.0079541439
698500000,-165.51634,0.0081095248
708000000,-165.53853,0.008355868
717500000,-165.55351,0.0086070728
727000000,-165.54883,0.0087724449
736500000,-165.4888,0.0086486768
746000000,-165.49515,0.0086581521
755500000,-165.50565,0.010276408
765000000,-165.45488,0.010616682
774500000,-165.42085,0.010989902
784000000,-165.41315,0.011425897
793500000,-165.4146,0.011790863
803000000,-165.31831,0.011499747
812500000,-165.26259,0.011321256
822000000,-165.24466,0.011242675
831500000,-165.26302,0.011258386
841000000,-165.25977,0.011132734
