!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:23:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(REAL),DUTNPDI(IMAG)
1059500000,310.98856,2003.8535
1069000000,316.38,1988.7562
1078500000,329.57025,1973.6547
1088000000,337.00897,1959.1312
1097500000,339.22021,1945.1372
1107000000,345.04111,1931.1558
1116500000,344.47736,1917.1591
1126000000,334.85443,1904.2202
1135500000,363.02112,1899.5341
1145000000,376.21414,1894.9059
1154500000,367.70972,1890.281
1164000000,343.9325,1885.6385
1173500000,328.64691,1911.4091
1183000000,318.69751,1949.101
1192500000,310.62988,1986.7438
1202000000,319.47769,2024.3882
1211500000,332.04053,2059.9736
1221000000,313.9845,2091.2764
1230500000,308.26291,2122.6284
1240000000,317.04138,2153.9946
1249500000,349.75543,2185.2827
1259000000,336.69815,2181.4812
1268500000,327.63983,2175.6584
1278000000,325.90967,2169.8682
1287500000,332.03244,2164.0933
1297000000,346.79941,2150.4138
1306500000,355.37512,2130.6621
1316000000,356.55231,2110.9045
1325500000,352.39297,2091.1392
1335000000,338.29605,2077.5002
1344500000,342.48282,2092.5117
1354000000,339.95856,2107.5337
1363500000,336.79327,2122.6013
1373000000,334.95911,2137.6216
1382500000,292.37915,2182.0334
1392000000,267.38947,2234.3494
1401500000,268.271,2286.6111
1411000000,285.97018,2338.8938
1420500000,291.66364,2376.0071
1430000000,281.82703,2390.7322
1439500000,282.57748,2405.4043
1449000000,293.05676,2420.1035
1458500000,313.22586,2433.7571
1468000000,322.74677,2389.0259
1477500000,336.19632,2344.28
1487000000,336.74265,2299.5884
1496500000,317.80103,2254.8579
1506000000,350.69833,2183.0115
1515500000,366.96249,2177.2507
1525000000,357.8642,2171.4946
1534500000,344.38522,2165.7214
1544000000,337.86084,2159.9075
1553500000,332.95123,2154.1321
1563000000,324.96112,2148.3647
1572500000,310.87939,2172.092
1582000000,288.51086,2231.2263
1591500000,275.10596,2290.3384
1601000000,267.10403,2349.4771
1610500000,273.49442,2408.5847
1620000000,294.82373,2467.7268
1629500000,317.79041,2526.781
1639000000,332.07452,2560.6572
1648500000,330.98285,2528.6567
1658000000,341.66812,2496.6707
1667500000,339.93524,2464.6707
1677000000,338.10434,2432.6707
1686500000,341.2363,2400.6753
1696000000,344.47675,2368.6709
1705500000,344.9064,2341.2322
1715000000,337.59784,2354.2813
1724500000,335.2247,2367.3965
1734000000,334.09595,2380.4849
1743500000,328.9342,2393.5313
1753000000,326.40186,2406.6465
1762500000,332.41837,2419.7444
1772000000,345.48273,2432.7813
1781500000,326.50397,2475.7756
1791000000,308.45425,2521.2571
1800500000,310.97,2566.7415
1810000000,322.0918,2612.2295
1819500000,325.43362,2657.6621
1829000000,329.05765,2703.0969
1838500000,328.54993,2748.5803
1848000000,360.41422,2716.76
1857500000,389.09576,2658.6621
1867000000,403.60553,2600.5303
1876500000,409.4491,2542.4766
1886000000,407.78873,2484.3518
1895500000,389.99362,2426.2571
1905000000,358.37341,2368.1541
1914500000,342.00558,2357.2595
1924000000,327.71906,2382.0913
1933500000,306.7037,2406.9011
1943000000,296.7135,2431.7349
1952500000,304.31915,2456.5129
1962000000,321.57016,2481.3518
1971500000,335.72693,2506.1707
1981000000,352.43207,2533.8303
1990500000,361.8421,2565.9253
2000000000,366.00351,2598.0071
END

