!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:23:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(REAL),DUTNPDI(IMAG)
100000000,235.85696,1379.6732
109500000,272.1507,1402.63
119000000,284.48364,1408.4152
128500000,303.69672,1410.1633
138000000,309.79669,1413.0128
147500000,477.19424,1425.1312
157000000,286.15472,1427.7474
166500000,327.16519,1430.2966
176000000,325.94388,1434.38
185500000,328.9375,1431.1163
195000000,325.12683,1437.505
204500000,340.24548,1450.1285
214000000,319.16019,1467.1598
223500000,319.65472,1486.092
233000000,319.03244,1508.6317
242500000,323.9176,1522.594
252000000,328.15918,1527.7551
261500000,328.62872,1531.2842
271000000,328.25296,1526.866
280500000,323.87015,1520.7412
290000000,321.63736,1517.5059
299500000,320.00229,1523.9122
309000000,312.1785,1525.6158
318500000,324.75266,1519.6378
328000000,354.74872,1516.5132
337500000,331.2774,1528.8375
347000000,386.39331,1542.2444
356500000,404.26102,1522.9694
366000000,388.02182,1521.9944
375500000,325.35095,1521.719
385000000,286.88483,1533.9679
394500000,288.23505,1546.2133
404000000,294.49255,1563.5359
413500000,281.11893,1587.8861
423000000,302.45169,1612.2563
432500000,321.00552,1624.5881
442000000,331.81589,1633.6589
451500000,332.07468,1640.7902
461000000,366.66412,1637.4911
470500000,355.97421,1634.1389
480000000,346.59167,1629.0339
489500000,345.85825,1622.3418
499000000,336.67828,1615.6162
508500000,324.02798,1618.2902
518000000,324.20871,1622.1162
527500000,333.85275,1626.7411
537000000,324.4679,1633.6652
546500000,333.72754,1640.6313
556000000,332.96255,1661.6575
565500000,327.65561,1690.8878
575000000,330.85867,1720.1378
584500000,332.38956,1751.7628
594000000,329.78723,1783.406
603500000,334.00604,1800.8688
613000000,342.4295,1793.9938
622500000,330.85767,1787.1162
632000000,332.1496,1785.531
641500000,332.59491,1785.8696
651000000,327.48746,1785.1011
660500000,318.83011,1774.8696
670000000,321.12863,1764.6378
679500000,316.74731,1751.7826
689000000,304.9762,1735.9951
698500000,312.94247,1720.1635
708000000,315.25748,1707.1635
717500000,321.95953,1694.724
727000000,333.14374,1685.1378
736500000,358.09027,1686.4972
746000000,354.62823,1687.849
755500000,335.8847,1700.4646
765000000,349.24216,1711.8833
774500000,353.74924,1723.347
784000000,346.48914,1734.7628
793500000,335.46146,1747.4719
803000000,363.86505,1765.2587
812500000,373.81128,1783.0941
822000000,363.17883,1800.8837
831500000,335.11963,1818.7178
841000000,327.3732,1829.1361
850500000,321.60712,1837.8511
860000000,319.483,1846.5111
869500000,320.93527,1855.2261
879000000,320.57419,1859.9692
888500000,311.14087,1859.2445
898000000,307.79575,1858.5134
907500000,312.23865,1857.8451
917000000,320.31702,1857.1604
926500000,326.53461,1858.5297
936000000,328.39801,1859.8861
945500000,331.17477,1861.2439
955000000,327.81512,1862.6162
964500000,336.6644,1873.5341
974000000,346.0817,1889.7242
983500000,345.4241,1905.8663
993000000,339.28476,1922.0087
1002500000,328.56705,1939.7826
1012000000,315.40775,1962.2244
1021500000,313.18146,1984.6165
1031000000,316.41965,2007.0083
1040500000,326.59119,2029.4021
1050000000,317.3255,2018.9076
