!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 04:13:30
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.51823,0.018186904
109500000,-166.36682,0.013213649
119000000,-166.32286,0.012264291
128500000,-166.26442,0.013389361
138000000,-166.23889,0.016620655
147500000,-165.812,0.013426119
157000000,-166.26357,0.016641803
166500000,-166.16626,0.016045239
176000000,-166.1488,0.016047543
185500000,-166.15546,0.015824823
195000000,-166.14572,0.015334318
204500000,-166.0773,0.014387442
214000000,-166.08667,0.013505906
223500000,-166.04324,0.012594043
233000000,-165.99014,0.011935396
242500000,-165.93851,0.011406701
252000000,-165.92345,0.011037455
261500000,-165.91429,0.010682498
271000000,-165.92204,0.010412965
280500000,-165.94467,0.010260581
290000000,-165.95692,0.010208562
299500000,-165.9444,0.01029148
309000000,-165.96301,0.010821072
318500000,-165.94833,0.011445631
328000000,-165.88028,0.011696968
337500000,-165.90521,0.011517017
347000000,-165.75584,0.0088555738
356500000,-165.75291,0.0098933075
366000000,-165.79005,0.0098027885
375500000,-165.93649,0.0099529661
385000000,-166.00372,0.0098369448
394500000,-165.96216,0.0094745578
404000000,-165.90405,0.0092946244
413500000,-165.88074,0.009480319
423000000,-165.78398,0.0095013771
432500000,-165.71219,0.0097074006
442000000,-165.66661,0.0099997129
451500000,-165.64624,0.010287807
461000000,-165.5853,0.01017568
470500000,-165.61685,0.010281254
480000000,-165.64676,0.010218517
489500000,-165.6617,0.0099701034
499000000,-165.6993,0.0097706849
508500000,-165.72594,0.0095147062
518000000,-165.71001,0.0091616157
527500000,-165.68219,0.0088393213
537000000,-165.68756,0.0087333545
546500000,-165.65129,0.0085445968
556000000,-165.60912,0.0084175533
565500000,-165.5569,0.0083136698
575000000,-165.48395,0.0081720473
584500000,-165.41609,0.0080513377
594000000,-165.35605,0.007946685
603500000,-165.30902,0.007874893
613000000,-165.30453,0.0078938426
622500000,-165.34261,0.0079906089
632000000,-165.34132,0.0079068029
641500000,-165.34634,0.0077956729
651000000,-165.35646,0.0076992582
660500000,-165.39221,0.0077000535
670000000,-165.41237,0.0076726503
679500000,-165.44623,0.0077529359
689000000,-165.50456,0.0079726614
698500000,-165.5188,0.0081141181
708000000,-165.54414,0.0083666993
717500000,-165.55667,0.0086133424
727000000,-165.55174,0.0087783458
736500000,-165.49312,0.0086572757
746000000,-165.50485,0.0086775478
755500000,-165.51584,0.010300552
765000000,-165.46393,0.010638844
774500000,-165.42708,0.011005663
784000000,-165.42123,0.011447193
793500000,-165.422,0.01181095
803000000,-165.32654,0.01152153
812500000,-165.26585,0.011329748
822000000,-165.24956,0.011255364
831500000,-165.26906,0.011274072
841000000,-165.26607,0.011148894
