!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 07:06:49
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1614.3594,0.51254231
109500000,1674.3992,0.38559818
119000000,1691.9185,0.36153439
128500000,1712.4592,0.40004772
138000000,1723.594,0.49951899
147500000,1902.6559,0.44518986
157000000,1713.371,0.49732241
166500000,1756.7144,0.49035847
176000000,1761.9467,0.49240384
185500000,1760.0192,0.48482752
195000000,1764.8927,0.47085434
204500000,1790.2499,0.44879463
214000000,1787.0719,0.42038849
223500000,1806.692,0.39594486
233000000,1827.3342,0.37985355
242500000,1845.8724,0.36736998
252000000,1856.0577,0.35671192
261500000,1861.0629,0.34596974
271000000,1853.9359,0.336638
280500000,1844.7664,0.32998776
290000000,1841.0945,0.32739007
299500000,1845.0515,0.3310034
309000000,1836.74,0.34654719
318500000,1841.9503,0.36779049
328000000,1872.8878,0.38180327
337500000,1861.5125,0.37377709
347000000,1928.6376,0.29745799
356500000,1927.9485,0.33253956
366000000,1910.1395,0.32669154
375500000,1847.7656,0.32069793
385000000,1820.0925,0.31209147
394500000,1837.6472,0.30348501
404000000,1858.937,0.30173081
413500000,1869.4622,0.30941555
423000000,1913.2867,0.31708983
432500000,1944.4279,0.3293649
442000000,1966.0522,0.34286278
451500000,1974.6453,0.35439852
461000000,2004.4021,0.35548967
470500000,1988.6998,0.3565782
480000000,1975.2076,0.3519702
489500000,1967.4338,0.34223393
499000000,1951.0962,0.3324984
508500000,1941.7998,0.32180724
518000000,1946.9106,0.3110036
527500000,1959.4352,0.30199027
537000000,1956.9028,0.29800132
546500000,1974.6868,0.29400569
556000000,1994.1368,0.29246134
565500000,2018.5905,0.29234576
575000000,2051.1094,0.2922335
584500000,2083.1995,0.29245082
594000000,2113.5168,0.29266739
603500000,2135.895,0.29318169
613000000,2135.8977,0.29419032
622500000,2119.769,0.2951974
632000000,2120.4951,0.2921882
641500000,2120.3992,0.28774807
651000000,2112.5122,0.28352833
660500000,2095.1121,0.28123307
670000000,2086.5483,0.27893433
679500000,2067.9216,0.27966464
689000000,2040.4011,0.28375331
698500000,2031.4272,0.28784266
708000000,2021.6328,0.29507533
717500000,2015.323,0.30289939
727000000,2016.8806,0.30905238
736500000,2045.1586,0.30893263
746000000,2043.6815,0.30881956
755500000,2037.1798,0.36565426
765000000,2060.5918,0.38220373
774500000,2078.5188,0.39875096
784000000,2082.7119,0.4153069
793500000,2081.8337,0.42842963
803000000,2127.8528,0.42721871
812500000,2157.5591,0.4260191
822000000,2164.8054,0.42481264
831500000,2154.7603,0.42361233
841000000,2155.8613,0.41919738
850500000,2161.8848,0.41402987
860000000,2167.6409,0.40884712
869500000,2176.4646,0.4036797
879000000,2180.5786,0.4013699
888500000,2173.1328,0.40301344
898000000,2166.5508,0.40465486
907500000,2169.7043,0.40628844
917000000,2177.5132,0.40795839
926500000,2184.146,0.41045442
936000000,2190.5068,0.41294247
945500000,2194.0957,0.41543782
955000000,2192.5466,0.41793606
964500000,2211.1187,0.41496938
974000000,2236.801,0.40904954
983500000,2252.7551,0.40313002
993000000,2259.2954,0.39720958
1002500000,2269.2229,0.39078617
1012000000,2278.5054,0.38297322
1021500000,2296.905,0.3751556
1031000000,2325.2378,0.36734185
1040500000,2357.4314,0.35952902
1050000000,2336.6833,0.36126462
1059500000,2315.9309,0.36432821
1069000000,2305.042,0.36739975
1078500000,2302.3335,0.37046346
1088000000,2295.3914,0.37450427
1097500000,2284.6941,0.37953955
1107000000,2275.093,0.38457507
1116500000,2262.3103,0.3896105
1126000000,2239.4729,0.39358792
1135500000,2263.5681,0.38862106
1145000000,2269.9099,0.38366005
1154500000,2258.0444,0.37869418
1164000000,2229.8611,0.37372735
1173500000,2241.887,0.36050558
1183000000,2265.1128,0.34405681
1192500000,2297.4187,0.32760939
1202000000,2344.2627,0.31116101
1211500000,2390.7424,0.29733208
1221000000,2407.2148,0.28871682
1230500000,2430.0203,0.28010389
1240000000,2470.9514,0.27148807
1249500000,2533.835,0.26287851
1259000000,2519.5457,0.26385149
1268500000,2504.0896,0.26535043
1278000000,2494.6995,0.26684889
1287500000,2495.7261,0.26835319
1297000000,2495.3201,0.26997826
1306500000,2484.6067,0.27170169
1316000000,2466.6909,0.27342701
1325500000,2443.8311,0.27515727
1335000000,2417.4968,0.27511945
1344500000,2434.4949,0.26682642
1354000000,2447.9043,0.25852659
1363500000,2461.8616,0.2502284
1373000000,2474.0923,0.24192744
1382500000,2477.6631,0.2353218
1392000000,2503.5757,0.2291681
1401500000,2555.7661,0.22300877
1411000000,2624.3611,0.21685684
1420500000,2668.6414,0.21432194
1430000000,2669.7065,0.2171369
1439500000,2692.0723,0.2199565
1449000000,2715.1311,0.22277725
1458500000,2744.9783,0.22570693
1468000000,2710.2871,0.23493882
1477500000,2682.0415,0.24417049
1487000000,2634.7002,0.25340286
1496500000,2574.094,0.2626355
1506000000,2536.6318,0.45401272
1515500000,2544.3733,0.44738978
1525000000,2531.6138,0.4407669
1534500000,2508.7957,0.43414176
1544000000,2498.8528,0.42751923
1553500000,2485.0134,0.42089626
1563000000,2475.3997,0.41426912
1572500000,2483.6064,0.40713814
1582000000,2520.7817,0.39941719
1591500000,2567.9204,0.39169511
1601000000,2613.3398,0.38397375
1610500000,2683.2434,0.37625059
1620000000,2764.4263,0.3685289
1629500000,2843.22,0.36080718
1639000000,2891.2083,0.35694209
1648500000,2861.845,0.36313009
1658000000,2837.0127,0.36932153
1667500000,2806.4119,0.37550983
1677000000,2771.1731,0.38169211
1686500000,2742.6738,0.38788044
1696000000,2714.3379,0.39407131
1705500000,2684.7485,0.39962551
1715000000,2694.0315,0.39948314
1724500000,2701.146,0.39935085
1734000000,2714.2844,0.39920849
1743500000,2725.197,0.39907619
1753000000,2732.6191,0.39893383
1762500000,2751.4417,0.39879721
1772000000,2778.4421,0.39865452
1781500000,2802.4839,0.39954573
1791000000,2833.2734,0.40052098
1800500000,2876.1311,0.4014973
1810000000,2935.1501,0.40246895
1819500000,2985.491,0.40344509
1829000000,3032.7881,0.40442094
1838500000,3074.2468,0.40539706
1848000000,3076.9443,0.4115985
1857500000,3049.0386,0.41957936
1867000000,3006.2249,0.42755279
1876500000,2953.6375,0.43552503
1886000000,2894.5222,0.44350982
1895500000,2813.9043,0.45148033
1905000000,2727.8042,0.45946535
1914500000,2698.9124,0.45877907
1924000000,2705.625,0.45156646
1933500000,2715.4058,0.44433865
1943000000,2728.4121,0.43712592
1952500000,2760.3789,0.42989993
1962000000,2803.1409,0.42267221
1971500000,2844.6794,0.41545823
1981000000,2886.3213,0.40943322
1990500000,2923.8779,0.405283
2000000000,2966.2971,0.40113264
END

